id,season,city,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue
250,2011,City6,Team4,Team7,Team7,field,normal,0,Team7,0,3,Player 467,Stadium13
251,2011,City8,Team9,Team6,Team6,field,normal,0,Team6,0,8,Player 218,Stadium7
252,2011,City26,Team10,Team11,Team11,field,normal,1,Team11,0,7,Player 68,Stadium27
253,2011,City9,Team1,Team7,Team1,bat,normal,0,Team1,16,0,Player 363,Stadium8
254,2011,City6,Team4,Team2,Team4,bat,normal,0,Team2,0,7,Player 260,Stadium6
255,2011,City8,Team11,Team6,Team6,field,normal,0,Team11,6,0,Player 125,Stadium7
256,2011,City10,Team8,Team9,Team9,field,normal,0,Team8,48,0,Player 382,stadium35
257,2011,City6,Team2,Team10,Team10,field,normal,0,Team2,8,0,Player 149,Stadium6
258,2011,City8,Team6,Team5,Team5,field,normal,0,Team5,0,9,Player 87,Stadium7
259,2011,City9,Team7,Team8,Team8,field,normal,0,Team7,29,0,Player 105,Stadium8
260,2011,City1,Team2,Team1,Team1,field,normal,0,Team2,37,0,Player 393,Stadium1
261,2011,City12,Team11,Team9,Team9,field,normal,0,Team9,0,8,Player 392,Stadium11
262,2011,City13,Team10,Team4,Team4,field,normal,0,Team10,25,0,Player 249,Stadium12
263,2011,City9,Team7,Team5,Team5,field,normal,0,Team5,0,3,Player 440,Stadium8
264,2011,City6,Team4,Team10,Team4,bat,normal,0,Team10,0,8,Player 109,Stadium13
265,2011,City26,Team1,Team11,Team11,field,normal,0,Team1,55,0,Player 157,Stadium27
266,2011,City9,Team6,Team7,Team7,field,normal,0,Team6,17,0,Player 258,Stadium8
267,2011,City12,Team2,Team9,Team9,field,normal,0,Team9,0,7,Player 165,Stadium11
268,2011,City5,Team5,Team4,Team4,field,normal,0,Team5,26,0,Player 440,Stadium5
269,2011,City26,Team7,Team11,Team7,bat,normal,0,Team7,38,0,Player 442,Stadium27
270,2011,City8,Team8,Team6,Team6,field,normal,0,Team6,0,8,Player 161,Stadium7
271,2011,City12,Team4,Team9,Team9,field,normal,0,Team9,0,6,Player 227,Stadium11
272,2011,City13,Team10,Team1,Team10,bat,normal,0,Team10,19,0,Player 170,Stadium12
273,2011,City6,Team2,Team8,Team8,field,normal,0,Team2,23,0,Player 193,Stadium6
274,2011,City9,Team7,Team11,Team11,field,normal,0,Team11,0,7,Player 294,Stadium8
275,2011,City1,Team6,Team1,Team1,field,normal,0,Team6,20,0,Player 464,Stadium1
276,2011,City13,Team9,Team10,Team9,bat,normal,0,Team10,0,8,Player 249,Stadium12
277,2011,City6,Team2,Team4,Team4,field,normal,0,Team2,21,0,Player 320,Stadium13
278,2011,City26,Team11,Team6,Team6,field,normal,0,Team11,17,0,Player 75,Stadium27
279,2011,City1,Team1,Team7,Team7,field,normal,0,Team7,0,4,Player 442,Stadium1
280,2011,City5,Team5,Team8,Team8,field,normal,0,Team5,85,0,Player 87,Stadium5
281,2011,City8,Team10,Team6,Team10,bat,normal,1,Team6,10,0,Player 161,Stadium7
282,2011,City6,Team2,Team7,Team7,field,normal,0,Team2,32,0,Player 55,Stadium6
283,2011,City5,Team11,Team5,Team11,bat,normal,0,Team5,0,9,Player 87,Stadium5
284,2011,City10,Team8,Team4,Team8,bat,normal,0,Team4,0,5,Player 320,stadium35
285,2011,City12,Team10,Team9,Team9,field,normal,0,Team10,63,0,Player 238,Stadium11
286,2011,City1,Team1,Team4,Team1,bat,normal,0,Team4,0,6,Player 271,Stadium1
287,2011,City10,Team8,Team2,Team2,field,normal,0,Team8,76,0,Player 64,stadium35
288,2011,City12,Team9,Team5,Team5,field,normal,0,Team5,0,9,Player 350,Stadium11
289,2011,City13,Team10,Team7,Team10,bat,normal,0,Team10,18,0,Player 273,Stadium12
290,2011,City4,Team11,Team8,Team8,field,normal,0,Team8,0,6,Player 202,Stadium4
291,2011,City5,Team6,Team5,Team5,field,normal,1,Team5,0,4,Player 87,Stadium5
292,2011,City6,Team1,Team2,Team1,bat,normal,0,Team1,10,0,Player 7,Stadium6
293,2011,City25,Team8,Team7,Team7,field,normal,0,Team8,29,0,Player 305,Stadium26
294,2011,City4,Team9,Team11,Team11,field,normal,0,Team11,0,8,Player 75,Stadium4
295,2011,City6,Team4,Team1,Team1,field,normal,0,Team1,0,6,Player 7,Stadium13
296,2011,City25,Team8,Team5,Team8,bat,normal,0,Team8,111,0,Player 26,Stadium26
297,2011,City13,Team10,Team11,Team10,bat,normal,0,Team10,11,0,Player 456,Stadium12
298,2011,City6,Team4,Team6,Team6,field,normal,0,Team6,0,7,Player 464,Stadium13
299,2011,City6,Team2,Team9,Team2,bat,normal,0,Team9,0,10,Player 407,Stadium6
300,2011,City25,Team1,Team8,Team8,field,normal,0,Team1,82,0,Player 354,Stadium26
301,2011,City9,Team7,Team4,Team7,bat,no result,0,,0,0,Player 510,Stadium8
302,2011,City5,Team10,Team5,Team5,field,normal,0,Team5,0,8,Player 87,Stadium5
303,2011,City8,Team6,Team2,Team2,field,normal,0,Team2,0,5,Player 178,Stadium7
304,2011,City6,Team5,Team10,Team10,field,normal,0,Team10,0,6,Player 390,Stadium6
305,2011,City6,Team6,Team2,Team2,field,normal,0,Team2,0,4,Player 260,Stadium6
306,2011,City13,Team5,Team2,Team2,field,normal,0,Team5,43,0,Player 87,Stadium12
307,2011,City13,Team10,Team5,Team10,bat,normal,0,Team10,58,0,Player 238,Stadium12
308,2012,City13,Team10,Team2,Team2,field,normal,0,Team2,0,8,Player 328,Stadium12
309,2012,City8,Team6,Team7,Team7,field,normal,0,Team7,0,8,Player 159,Stadium7
310,2012,City6,Team4,Team2,Team2,field,normal,0,Team4,28,0,Player 405,Stadium6
311,2012,City12,Team9,Team8,Team8,field,normal,0,Team9,31,0,Player 40,Stadium11
312,2012,City5,Team5,Team7,Team7,field,normal,0,Team5,20,0,Player 21,Stadium5
313,2012,City27,Team10,Team1,Team1,field,normal,0,Team10,74,0,Player 324,Stadium28
314,2012,City12,Team9,Team6,Team6,field,normal,0,Team9,22,0,Player 75,Stadium11
315,2012,City2,Team4,Team8,Team4,bat,normal,0,Team4,22,0,Player 262,Stadium29
316,2012,City27,Team1,Team2,Team1,bat,normal,0,Team2,0,5,Player 331,Stadium28
317,2012,City5,Team6,Team5,Team5,field,normal,0,Team6,42,0,Player 218,Stadium5
318,2012,City9,Team10,Team7,Team7,field,normal,0,Team7,0,8,Player 234,Stadium8
319,2012,City6,Team2,Team9,Team9,field,normal,0,Team2,27,0,Player 193,Stadium6
320,2012,City13,Team5,Team10,Team5,bat,normal,0,Team10,0,5,Player 136,Stadium12
321,2012,City10,Team4,Team8,Team8,field,normal,0,Team8,0,7,Player 29,stadium35
322,2012,City8,Team9,Team6,Team9,bat,normal,0,Team6,0,5,Player 384,Stadium7
323,2012,City9,Team1,Team7,Team1,bat,normal,0,Team7,0,5,Player 212,Stadium8
324,2012,City2,Team10,Team4,Team10,bat,normal,0,Team4,0,7,Player 173,Stadium29
325,2012,City8,Team8,Team6,Team6,field,normal,0,Team8,2,0,Player 404,Stadium7
326,2012,City5,Team9,Team5,Team9,bat,normal,0,Team9,59,0,Player 40,Stadium5
327,2012,City6,Team2,Team7,Team7,field,normal,0,Team7,0,7,Player 359,Stadium6
328,2012,City12,Team1,Team9,Team1,bat,normal,0,Team9,0,5,Player 75,Stadium11
329,2012,City5,Team4,Team5,Team4,bat,normal,0,Team5,0,6,Player 87,Stadium5
330,2012,City10,Team8,Team6,Team8,bat,normal,0,Team6,0,8,Player 139,stadium35
331,2012,City1,Team1,Team7,Team1,bat,normal,0,Team7,0,9,Player 105,Stadium1
332,2012,City13,Team10,Team4,Team4,field,normal,0,Team10,13,0,Player 210,Stadium12
333,2012,City10,Team8,Team5,Team5,field,normal,0,Team5,0,5,Player 87,stadium35
334,2012,City13,Team9,Team10,Team9,bat,normal,0,Team10,0,7,Player 136,Stadium12
335,2012,City9,Team4,Team7,Team7,field,normal,0,Team4,20,0,Player 379,Stadium8
336,2012,City6,Team2,Team8,Team2,bat,normal,0,Team8,0,6,Player 382,Stadium6
337,2012,City23,Team1,Team6,Team6,field,normal,0,Team6,0,5,Player 62,Stadium24
338,2012,City12,Team5,Team9,Team9,field,normal,0,Team5,46,0,Player 21,Stadium11
339,2012,City2,Team4,Team7,Team4,bat,normal,0,Team7,0,8,Player 442,Stadium29
340,2012,City10,Team8,Team2,Team8,bat,normal,0,Team2,0,4,Player 55,stadium35
341,2012,City2,Team1,Team4,Team1,bat,normal,0,Team1,18,0,Player 95,Stadium29
342,2012,City9,Team7,Team2,Team2,field,normal,0,Team7,37,0,Player 442,Stadium8
343,2012,City13,Team8,Team10,Team8,bat,normal,0,Team8,7,0,Player 243,Stadium12
344,2012,City8,Team6,Team5,Team6,bat,normal,0,Team6,47,0,Player 139,Stadium7
345,2012,City9,Team7,Team9,Team7,bat,normal,0,Team7,1,0,Player 442,Stadium8
346,2012,City6,Team1,Team2,Team2,field,normal,0,Team2,0,5,Player 132,Stadium6
347,2012,City13,Team10,Team6,Team10,bat,normal,0,Team6,0,5,Player 139,Stadium12
348,2012,City23,Team1,Team4,Team1,bat,normal,0,Team1,13,0,Player 201,Stadium24
349,2012,City12,Team9,Team7,Team9,bat,normal,0,Team7,0,6,Player 293,Stadium11
350,2012,City5,Team5,Team8,Team8,field,normal,0,Team8,0,4,Player 57,Stadium5
351,2012,City2,Team2,Team4,Team2,bat,normal,0,Team2,1,0,Player 393,Stadium29
352,2012,City13,Team10,Team1,Team10,bat,normal,0,Team10,10,0,Player 390,Stadium12
353,2012,City8,Team6,Team4,Team6,bat,normal,0,Team6,7,0,Player 404,Stadium7
354,2012,City10,Team9,Team8,Team9,bat,normal,0,Team9,43,0,Player 407,stadium35
355,2012,City6,Team10,Team2,Team2,field,normal,0,Team2,0,2,Player 127,Stadium6
356,2012,City5,Team1,Team5,Team5,field,normal,0,Team5,0,5,Player 21,Stadium5
357,2012,City9,Team7,Team6,Team7,bat,normal,0,Team6,0,6,Player 179,Stadium8
358,2012,City2,Team4,Team9,Team4,bat,normal,0,Team9,0,7,Player 407,Stadium29
359,2012,City1,Team8,Team1,Team1,field,normal,0,Team8,25,0,Player 243,Stadium1
360,2012,City6,Team2,Team5,Team5,field,normal,0,Team5,0,9,Player 87,Stadium6
361,2012,City12,Team9,Team10,Team10,field,normal,0,Team10,0,4,Player 79,Stadium11
362,2012,City2,Team5,Team4,Team4,field,normal,0,Team5,35,0,Player 87,Stadium29
363,2012,City8,Team2,Team6,Team2,bat,normal,0,Team2,27,0,Player 331,Stadium7
364,2012,City13,Team7,Team10,Team10,field,normal,0,Team10,0,9,Player 79,Stadium12
365,2012,City12,Team9,Team4,Team9,bat,normal,0,Team9,45,0,Player 2,Stadium11
366,2012,City10,Team1,Team8,Team1,bat,normal,0,Team8,0,4,Player 114,stadium35
367,2012,City5,Team5,Team2,Team2,field,normal,0,Team2,0,5,Player 55,Stadium5
368,2012,City8,Team6,Team10,Team10,field,normal,0,Team10,0,5,Player 249,Stadium7
369,2012,City9,Team8,Team7,Team8,bat,normal,0,Team7,0,5,Player 439,Stadium8
370,2012,City6,Team6,Team2,Team2,field,normal,0,Team6,32,0,Player 404,Stadium6
371,2012,City25,Team10,Team8,Team8,field,normal,0,Team8,0,6,Player 26,Stadium26
372,2012,City9,Team5,Team7,Team7,field,normal,0,Team5,21,0,Player 87,Stadium8
373,2012,City1,Team9,Team1,Team9,bat,normal,0,Team1,0,5,Player 132,Stadium1
374,2012,City25,Team8,Team7,Team7,field,normal,0,Team7,0,6,Player 439,Stadium26
375,2012,City2,Team6,Team4,Team6,bat,normal,0,Team6,34,0,Player 384,Stadium29
376,2012,City1,Team1,Team5,Team5,field,normal,0,Team1,9,0,Player 132,Stadium1
377,2012,City12,Team9,Team2,Team9,bat,normal,0,Team2,0,10,Player 127,Stadium11
378,2012,City2,Team6,Team7,Team6,bat,normal,0,Team6,18,0,Player 464,Stadium29
379,2012,City5,Team10,Team2,Team2,field,normal,0,Team10,38,0,Player 273,Stadium5
380,2012,City13,Team10,Team7,Team7,field,normal,0,Team10,86,0,Player 238,Stadium12
381,2012,City13,Team10,Team6,Team10,bat,normal,0,Team6,0,5,Player 272,Stadium12
382,2013,City8,Team7,Team6,Team6,field,normal,0,Team6,0,6,Player 404,Stadium7
383,2013,City5,Team5,Team2,Team2,field,normal,0,Team5,2,0,Player 87,Stadium5
384,2013,City1,Team1,Team4,Team4,field,normal,0,Team1,22,0,Player 7,Stadium1
385,2013,City9,Team9,Team7,Team9,bat,normal,0,Team9,5,0,Player 315,Stadium8
386,2013,City13,Team2,Team10,Team2,bat,normal,0,Team2,9,0,Player 193,Stadium12
387,2013,City2,Team4,Team8,Team4,bat,normal,0,Team8,0,8,Player 239,Stadium29
388,2013,City1,Team5,Team1,Team5,bat,tie,0,Team1,0,0,Player 143,Stadium1
389,2013,City12,Team9,Team6,Team6,field,normal,0,Team9,19,0,Player 391,Stadium11
390,2013,City6,Team2,Team7,Team2,bat,normal,0,Team2,44,0,Player 202,Stadium6
391,2013,City10,Team8,Team10,Team10,field,normal,0,Team10,0,10,Player 249,stadium35
392,2013,City5,Team6,Team5,Team5,field,normal,0,Team5,0,8,Player 87,Stadium5
393,2013,City2,Team9,Team4,Team9,bat,normal,0,Team4,0,7,Player 36,Stadium29
394,2013,City9,Team7,Team1,Team7,bat,normal,0,Team1,0,3,Player 7,Stadium8
395,2013,City6,Team2,Team4,Team2,bat,normal,0,Team2,41,0,Player 331,Stadium6
396,2013,City13,Team5,Team10,Team10,field,normal,0,Team10,0,4,Player 324,Stadium12
397,2013,City8,Team6,Team1,Team6,bat,normal,0,Team6,48,0,Player 139,Stadium7
398,2013,City12,Team8,Team9,Team9,field,normal,0,Team9,0,6,Player 188,Stadium11
399,2013,City13,Team4,Team10,Team4,bat,normal,0,Team4,24,0,Player 405,Stadium12
400,2013,City10,Team8,Team6,Team6,field,normal,0,Team8,4,0,Player 274,stadium35
401,2013,City5,Team7,Team5,Team5,field,tie,0,Team5,0,0,Player 440,Stadium5
402,2013,City2,Team1,Team4,Team4,field,normal,0,Team1,11,0,Player 7,Stadium29
403,2013,City12,Team9,Team2,Team9,bat,normal,0,Team9,87,0,Player 40,Stadium11
404,2013,City9,Team10,Team7,Team10,bat,normal,0,Team10,86,0,Player 249,Stadium8
405,2013,City1,Team8,Team1,Team8,bat,normal,0,Team1,0,5,Player 143,Stadium1
406,2013,City8,Team6,Team10,Team6,bat,normal,0,Team10,0,4,Player 324,Stadium7
407,2013,City5,Team9,Team5,Team5,field,normal,0,Team5,0,7,Player 323,Stadium5
408,2013,City9,Team2,Team7,Team2,bat,normal,0,Team7,0,9,Player 442,Stadium8
409,2013,City10,Team4,Team8,Team8,field,normal,0,Team8,0,7,Player 104,stadium35
410,2013,City13,Team9,Team10,Team9,bat,normal,0,Team10,0,5,Player 249,Stadium12
411,2013,City5,Team5,Team4,Team4,field,normal,0,Team5,130,0,Player 87,Stadium5
412,2013,City25,Team8,Team7,Team7,field,normal,0,Team8,7,0,Player 104,Stadium26
413,2013,City8,Team6,Team2,Team6,bat,normal,0,Team2,0,5,Player 127,Stadium7
414,2013,City13,Team1,Team10,Team1,bat,normal,0,Team10,0,5,Player 273,Stadium12
415,2013,City8,Team8,Team6,Team8,bat,normal,0,Team6,0,6,Player 179,Stadium7
416,2013,City12,Team1,Team9,Team1,bat,normal,0,Team9,0,8,Player 188,Stadium11
417,2013,City6,Team2,Team5,Team2,bat,normal,0,Team2,58,0,Player 127,Stadium6
418,2013,City13,Team10,Team6,Team6,field,normal,0,Team10,14,0,Player 249,Stadium12
419,2013,City28,Team7,Team4,Team4,field,normal,0,Team7,15,0,Player 105,Stadium30
420,2013,City12,Team5,Team9,Team9,field,normal,0,Team9,0,4,Player 415,Stadium11
421,2013,City6,Team2,Team8,Team2,bat,normal,0,Team2,4,0,Player 331,Stadium6
422,2013,City2,Team10,Team4,Team10,bat,normal,0,Team10,37,0,Player 273,Stadium29
423,2013,City1,Team2,Team1,Team2,bat,normal,0,Team1,0,7,Player 157,Stadium1
424,2013,City28,Team6,Team7,Team6,bat,normal,0,Team7,0,7,Player 105,Stadium30
425,2013,City13,Team10,Team8,Team10,bat,normal,0,Team10,15,0,Player 390,Stadium12
426,2013,City2,Team5,Team4,Team5,bat,normal,0,Team5,17,0,Player 21,Stadium29
427,2013,City8,Team9,Team6,Team9,bat,normal,0,Team6,0,8,Player 464,Stadium7
428,2013,City1,Team7,Team1,Team7,bat,normal,0,Team1,0,6,Player 118,Stadium1
429,2013,City5,Team5,Team8,Team8,field,normal,0,Team8,0,7,Player 26,Stadium5
430,2013,City6,Team2,Team10,Team2,bat,normal,0,Team2,60,0,Player 251,Stadium6
431,2013,City12,Team4,Team9,Team4,bat,normal,0,Team9,0,5,Player 40,Stadium11
432,2013,City5,Team1,Team5,Team1,bat,normal,0,Team5,0,7,Player 440,Stadium5
433,2013,City12,Team7,Team9,Team7,bat,normal,0,Team9,0,9,Player 40,Stadium11
434,2013,City6,Team2,Team6,Team2,bat,normal,0,Team2,65,0,Player 406,Stadium6
435,2013,City1,Team10,Team1,Team1,field,normal,0,Team10,77,0,Player 390,Stadium1
436,2013,City10,Team8,Team9,Team9,field,normal,0,Team9,0,8,Player 206,stadium35
437,2013,City2,Team6,Team4,Team6,bat,normal,0,Team6,46,0,Player 139,Stadium29
438,2013,City9,Team5,Team7,Team7,field,normal,0,Team5,4,0,Player 174,Stadium8
439,2013,City2,Team4,Team2,Team4,bat,normal,0,Team2,0,5,Player 251,Stadium29
440,2013,City10,Team1,Team8,Team8,field,normal,0,Team1,30,0,Player 296,stadium35
441,2013,City29,Team5,Team6,Team6,field,normal,0,Team6,0,5,Player 179,Stadium31
442,2013,City12,Team10,Team9,Team9,field,normal,0,Team9,0,5,Player 407,Stadium11
443,2013,City9,Team7,Team8,Team8,field,normal,0,Team8,0,5,Player 150,Stadium8
444,2013,City6,Team1,Team2,Team1,bat,normal,0,Team2,0,7,Player 193,Stadium6
445,2013,City29,Team4,Team6,Team6,field,normal,0,Team4,7,0,Player 257,Stadium31
446,2013,City13,Team10,Team7,Team10,bat,normal,0,Team10,33,0,Player 273,Stadium12
447,2013,City6,Team2,Team9,Team9,field,normal,0,Team2,14,0,Player 49,Stadium6
448,2013,City10,Team5,Team8,Team8,field,normal,0,Team8,0,6,Player 104,stadium35
449,2013,City1,Team1,Team9,Team1,bat,normal,0,Team1,23,0,Player 7,Stadium1
450,2013,City25,Team8,Team2,Team2,field,normal,0,Team8,50,0,Player 57,Stadium26
451,2013,City2,Team4,Team7,Team4,bat,normal,0,Team4,38,0,Player 223,Stadium29
452,2013,City5,Team5,Team10,Team10,field,normal,0,Team5,24,0,Player 440,Stadium5
453,2013,City1,Team6,Team1,Team6,bat,normal,0,Team1,0,5,Player 296,Stadium1
454,2013,City9,Team10,Team2,Team10,bat,normal,0,Team10,48,0,Player 249,Stadium8
455,2013,City9,Team1,Team9,Team1,bat,normal,0,Team9,0,4,Player 75,Stadium8
456,2013,City8,Team9,Team2,Team9,bat,normal,0,Team2,0,4,Player 149,Stadium7
457,2013,City8,Team2,Team10,Team2,bat,normal,0,Team2,23,0,Player 193,Stadium7
458,2014,City30,Team6,Team2,Team6,bat,normal,0,Team6,41,0,Player 179,Stadium32
459,2014,City31,Team7,Team5,Team5,field,normal,0,Team5,0,8,Player 466,Stadium34
460,2014,City30,Team10,Team8,Team10,bat,normal,0,Team8,0,6,Player 145,Stadium32
461,2014,City30,Team1,Team9,Team9,field,normal,0,Team9,0,4,Player 40,Stadium32
462,2014,City32,Team2,Team5,Team5,field,normal,0,Team5,0,7,Player 296,Stadium33
463,2014,City32,Team6,Team7,Team6,bat,normal,0,Team7,0,4,Player 187,Stadium33
464,2014,City31,Team9,Team8,Team8,field,normal,0,Team8,0,7,Player 145,Stadium34
465,2014,City30,Team10,Team7,Team10,bat,normal,0,Team10,93,0,Player 390,Stadium32
466,2014,City31,Team8,Team1,Team1,field,normal,0,Team8,72,0,Player 145,Stadium34
467,2014,City32,Team10,Team9,Team9,field,normal,0,Team10,7,0,Player 324,Stadium33
468,2014,City31,Team6,Team5,Team5,field,normal,0,Team6,2,0,Player 85,Stadium34
469,2014,City32,Team1,Team7,Team1,bat,normal,0,Team1,4,0,Player 36,Stadium33
470,2014,City32,Team2,Team10,Team2,bat,normal,0,Team10,0,7,Player 261,Stadium33
471,2014,City30,Team5,Team9,Team9,field,normal,0,Team9,0,6,Player 309,Stadium32
472,2014,City30,Team8,Team6,Team6,field,normal,0,Team8,23,0,Player 373,Stadium32
473,2014,City31,Team2,Team7,Team2,bat,normal,0,Team7,0,6,Player 238,Stadium34
474,2014,City31,Team1,Team10,Team1,bat,normal,0,Team10,0,5,Player 127,Stadium34
475,2014,City32,Team5,Team8,Team8,field,normal,0,Team8,0,5,Player 373,Stadium33
476,2014,City30,Team9,Team6,Team9,bat,tie,0,Team9,0,0,Player 188,Stadium32
477,2014,City32,Team1,Team2,Team2,field,normal,0,Team1,15,0,Player 60,Stadium33
478,2014,City29,Team10,Team6,Team10,bat,normal,0,Team10,34,0,Player 324,Stadium31
479,2014,City6,Team8,Team2,Team8,bat,normal,0,Team2,0,5,Player 89,Stadium6
480,2014,City9,Team7,Team9,Team9,field,normal,0,Team9,0,7,Player 207,Stadium8
481,2014,City5,Team1,Team5,Team5,field,normal,0,Team5,0,4,Player 21,Stadium5
482,2014,City22,Team9,Team6,Team6,field,normal,0,Team9,10,0,Player 309,Stadium23
483,2014,City9,Team7,Team10,Team10,field,normal,0,Team10,0,8,Player 127,Stadium8
484,2014,City6,Team2,Team5,Team5,field,normal,0,Team2,19,0,Player 331,Stadium6
485,2014,City9,Team7,Team6,Team7,bat,normal,0,Team6,0,8,Player 139,Stadium8
486,2014,City23,Team8,Team10,Team10,field,normal,0,Team8,44,0,Player 145,Stadium24
487,2014,City22,Team1,Team9,Team9,field,normal,0,Team1,32,0,Player 60,Stadium23
488,2014,City5,Team8,Team5,Team5,field,normal,0,Team8,32,0,Player 373,Stadium5
489,2014,City9,Team7,Team1,Team1,field,normal,1,Team1,0,8,Player 132,Stadium8
490,2014,City6,Team2,Team10,Team10,field,normal,0,Team10,0,4,Player 127,Stadium6
491,2014,City23,Team8,Team6,Team6,field,normal,0,Team6,0,9,Player 139,Stadium24
492,2014,City5,Team5,Team9,Team5,bat,normal,0,Team9,0,5,Player 188,Stadium5
493,2014,City1,Team1,Team2,Team1,bat,normal,0,Team2,0,7,Player 55,Stadium1
494,2014,City29,Team9,Team10,Team9,bat,normal,0,Team10,0,5,Player 324,Stadium31
495,2014,City5,Team5,Team7,Team7,field,normal,0,Team5,16,0,Player 467,Stadium5
496,2014,City1,Team1,Team8,Team8,field,normal,0,Team8,0,6,Player 456,Stadium1
497,2014,City23,Team2,Team6,Team6,field,normal,0,Team6,0,6,Player 348,Stadium24
498,2014,City22,Team9,Team7,Team7,field,normal,0,Team9,62,0,Player 40,Stadium23
499,2014,City29,Team10,Team5,Team10,bat,normal,0,Team5,0,5,Player 21,Stadium31
500,2014,City1,Team1,Team6,Team1,bat,normal,0,Team6,0,7,Player 439,Stadium1
